Taxonomy,Bulk,Benthic,Tax_detail
unidentified_WPS-2,0,0.000022,k__Bacteria;p__WPS-2;c__unidentified_WPS-2;o__unidentified_WPS-2;f__unidentified_WPS-2;g__unidentified_WPS-2;
Leptospira,0,0.000052,k__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira;
Desulfovirga,0,0.000048,k__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Desulfovirga;
Chitinivorax,0.000012,0.000089,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinimonadaceae;g__Chitinivorax;
Leptolyngbya_Es-Yyy1000,0,0.000056,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Leptolyngbya_Es-Yyy1000;
unidentified_Mitochondria,0.000066,0.000012,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__unidentified_Mitochondria;
Aquitalea,0.000014,0.000032,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Aquitalea;
Leptolyngbya_EcFYyyy-00,0.000002,0.000064,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__unidentified_Cyanobacteriia;f__unidentified_Cyanobacteriia;g__Leptolyngbya_EcFYyyy-00;
Aridibacter,0,0.000064,k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Aridibacter;
unidentified_Subgroup_17,0,0.00002,k__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Subgroup_17;f__unidentified_Subgroup_17;g__unidentified_Subgroup_17;
Candidatus_Xiphinematobacter,0,0.000052,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Xiphinematobacteraceae;g__Candidatus_Xiphinematobacter;
Cephaloticoccus,0,0.000032,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Cephaloticoccus;
Thermomonas,0.000026,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;
Archangium,0,0.000034,k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Archangium;
Phormidium_MBIC10003,0,0.00002,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Phormidium_MBIC10003;
unidentified_JG30-KF-CM45,0,0.000046,k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__JG30-KF-CM45;g__unidentified_JG30-KF-CM45;
Akkermansia,0.000008,0.000034,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;
Rudaea,0,0.000038,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rudaea;
unidentified_NS11-12_marine_group,0.000022,0.00004,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__NS11-12_marine_group;g__unidentified_NS11-12_marine_group;
Candidatus_Captivus,0.000062,0.000026,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__Paracaedibacteraceae;g__Candidatus_Captivus;
Scytonema_PCC-7110,0,0.000018,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Scytonema_PCC-7110;
Nakamurella,0,0.000068,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Nakamurellaceae;g__Nakamurella;
wb1-P19,0,0.000018,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Nitrosococcaceae;g__wb1-P19;
Ercella,0.000006,0.000026,k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Hungateiclostridiaceae;g__Ercella;
Roseimicrobium,0.000008,0.000026,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Roseimicrobium;
unidentified_0319-6G20,0,0.000078,k__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__0319-6G20;f__unidentified_0319-6G20;g__unidentified_0319-6G20;
Ammoniphilus,0,0.000042,k__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Ammoniphilus;
Oxobacter,0,0.000036,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oxobacteraceae;g__Oxobacter;
Brevibacillus,0,0.00002,k__Bacteria;p__Firmicutes;c__Bacilli;o__Brevibacillales;f__Brevibacillaceae;g__Brevibacillus;
Telmatospirillum,0,0.000022,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Telmatospirillum;
unidentified_Blfdi19,0,0.000024,k__Bacteria;p__Myxococcota;c__Polyangia;o__Blfdi19;f__unidentified_Blfdi19;g__unidentified_Blfdi19;
Ignavibacterium,0.000002,0.000018,k__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium;
Vicingus,0,0.000018,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Vicingus;
Streptosporangium,0,0.000034,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__Streptosporangium;
Methylovirgula,0,0.000028,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylovirgula;
Niastella,0,0.000028,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Niastella;
Methylovulum,0,0.000036,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylovulum;
Smithella,0,0.000036,k__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;
Cloacibacterium,0,0.000018,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Cloacibacterium;
Desulforegula,0,0.000036,k__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulforegulaceae;g__Desulforegula;
unidentified_Subgroup_7,0.000002,0.000022,k__Bacteria;p__Acidobacteriota;c__Holophagae;o__Subgroup_7;f__unidentified_Subgroup_7;g__unidentified_Subgroup_7;
Ellin517,0.000004,0.000024,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__Ellin517;
unidentified_mle1-27,0,0.000018,k__Bacteria;p__Myxococcota;c__Polyangia;o__mle1-27;f__unidentified_mle1-27;g__unidentified_mle1-27;
Pseudanabaena_PCC-7403,0,0.00004,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Pseudanabaena_PCC-7403;
ZOR0006,0,0.000042,k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__ZOR0006;
Arthronema_SAG_12.89,0.000004,0.00004,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Arthronema_SAG_12.89;
Sphingobacterium,0,0.000016,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;
LB3-76,0,0.000028,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__LB3-76;
Tundrisphaera,0,0.00004,k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__Tundrisphaera;
Rubritepida,0,0.000044,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rubritepida;
Deefgea,0,0.000032,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinibacteraceae;g__Deefgea;
Anaerobacterium,0,0.000064,k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Hungateiclostridiaceae;g__Anaerobacterium;
Pigmentiphaga,0,0.000016,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Pigmentiphaga;
Clostridium_sensu_stricto_8,0,0.000048,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_8;
unidentified_Syntrophobacterales,0,0.000048,k__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__unidentified_Syntrophobacterales;g__unidentified_Syntrophobacterales;
Candidatus_Omnitrophus,0,0.00003,k__Bacteria;p__Verrucomicrobiota;c__Omnitrophia;o__Omnitrophales;f__Omnitrophaceae;g__Candidatus_Omnitrophus;
Domibacillus,0,0.000016,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Domibacillus;
unidentified_SJA-28,0.000002,0.000032,k__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__unidentified_SJA-28;g__unidentified_SJA-28;
unidentified_Thermodesulfovibrionia,0,0.000018,k__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__unidentified_Thermodesulfovibrionia;f__unidentified_Thermodesulfovibrionia;g__unidentified_Thermodesulfovibrionia;
Paraclostridium,0,0.00002,k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Paraclostridium;
unidentified_Holophagaceae,0,0.000016,k__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__unidentified_Holophagaceae;
Leptolyngbya_BN43,0,0.000036,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Leptolyngbya_BN43;
Corynebacterium,0.000006,0.000018,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;
Georgfuchsia,0,0.00003,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Georgfuchsia;
unidentified_Candidatus_Moranbacteria,0,0.000016,k__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Moranbacteria;f__unidentified_Candidatus_Moranbacteria;g__unidentified_Candidatus_Moranbacteria;
Enterovibrio,0.000018,0.000002,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Enterovibrio;
Thermoanaerobaculum,0,0.000016,k__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Thermoanaerobaculum;
MWH-Ta3,0.000036,0.000014,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__MWH-Ta3;
Desulfatiglans,0.000008,0.000044,k__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__Desulfatiglandaceae;g__Desulfatiglans;
Comamonas,0,0.00002,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas;
unidentified_Vicinamibacterales,0,0.000024,k__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__unidentified_Vicinamibacterales;g__unidentified_Vicinamibacterales;
Calenema,0,0.000014,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Calenema;
Leptolyngbya_FYG,0,0.000022,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Leptolyngbya_FYG;
Lysinibacillus,0,0.000054,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus;
Pseudohongiella,0,0.000014,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__Pseudohongiella;
Stenotrophobacter,0,0.000014,k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Stenotrophobacter;
Microbacterium,0,0.000016,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;
Microbispora,0,0.000014,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__Microbispora;
Flavitalea,0,0.000014,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavitalea;
Clostridium_sensu_stricto_3,0.000004,0.00002,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_3;
Belnapia,0,0.000014,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Belnapia;
unidentified_Absconditabacteriales_(SR1),0,0.000044,k__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacteriales_(SR1);f__unidentified_Absconditabacteriales_(SR1);g__unidentified_Absconditabacteriales_(SR1);
Cellulomonas,0,0.000018,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;
Candidatus_Methylomirabilis,0,0.00002,k__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__Methylomirabilaceae;g__Candidatus_Methylomirabilis;
Nocardia,0,0.000026,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Nocardia;
Herminiimonas,0,0.000014,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herminiimonas;
Sporomusa,0,0.000018,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Sporomusaceae;g__Sporomusa;
Crocinitomix,0,0.000014,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Crocinitomix;
Calothrix_PCC-6303,0,0.00002,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Calothrix_PCC-6303;
Sphaerisporangium,0,0.000022,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__Sphaerisporangium;
Caedibacter,0,0.000016,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caedibacterales;f__Caedibacteraceae;g__Caedibacter;
Thermincola,0,0.000036,k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermincolales;f__Thermincolaceae;g__Thermincola;
Asticcacaulis,0.000002,0.000032,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;
Tolumonas,0.000008,0.000014,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Tolumonas;
SM1A02,0.000012,0.000074,k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__SM1A02;
Chryseobacterium,0.000002,0.000014,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;
Aquaspirillum,0,0.000016,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Aquaspirillum;
Byssovorax,0,0.000012,k__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Byssovorax;
Lactobacillus,0.000012,0.000014,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;
unidentified_Candidatus_Nomurabacteria,0,0.000032,k__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Nomurabacteria;f__unidentified_Candidatus_Nomurabacteria;g__unidentified_Candidatus_Nomurabacteria;
Derxia,0,0.000012,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Derxia;
CM1G08,0,0.00002,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__CM1G08;
966-1,0.00003,0.000008,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__966-1;
Beggiatoa,0,0.000042,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Beggiatoales;f__Beggiatoaceae;g__Beggiatoa;
unidentified_Rhodospirillales,0,0.000022,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__unidentified_Rhodospirillales;g__unidentified_Rhodospirillales;
TG-45,0,0.000032,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__TG-45;
Geotalea,0,0.000012,k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geotalea;
Silvanigrella,0.000024,0.000028,k__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Silvanigrellales;f__Silvanigrellaceae;g__Silvanigrella;
Paracoccus,0,0.000024,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;
Longilinea,0,0.000014,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Longilinea;
Actinoallomurus,0,0.00003,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinoallomurus;
unidentified_Firestonebacteria,0,0.000012,k__Bacteria;p__Firestonebacteria;c__unidentified_Firestonebacteria;o__unidentified_Firestonebacteria;f__unidentified_Firestonebacteria;g__unidentified_Firestonebacteria;
unidentified_Candidatus_Peribacteria,0,0.000014,k__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Peribacteria;f__unidentified_Candidatus_Peribacteria;g__unidentified_Candidatus_Peribacteria;
unidentified_Micavibrionales,0.000002,0.000012,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__unidentified_Micavibrionales;g__unidentified_Micavibrionales;
Aestuariimicrobium,0,0.000012,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Aestuariimicrobium;
Vulgatibacter,0,0.000014,k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Vulgatibacteraceae;g__Vulgatibacter;
Ellin516,0,0.000032,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__Ellin516;
Cephalothrix_SAG_75.79,0,0.000014,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Cephalothrix_SAG_75.79;
Rhodanobacter,0,0.000018,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;
Kamptonema_PCC-6407,0.000012,0.000004,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Kamptonema_PCC-6407;
unidentified_Micropepsaceae,0,0.000018,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__unidentified_Micropepsaceae;
Sulfurifustis,0,0.00002,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__Sulfurifustis;
Pseudanabaena_PCC-6802,0,0.000012,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Pseudanabaena_PCC-6802;
Spirosoma,0,0.00001,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;
Polyangium,0,0.000014,k__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Polyangium;
Psychroglaciecola,0,0.00002,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Psychroglaciecola;
Edaphobacter,0,0.00001,k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae_(Subgroup_1);g__Edaphobacter;
Rhodococcus,0,0.000024,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Rhodococcus;
Ancalomicrobium,0,0.000012,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Ancalomicrobiaceae;g__Ancalomicrobium;
Actinospica,0,0.000014,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Catenulisporales;f__Actinospicaceae;g__Actinospica;
Skermanella,0,0.000014,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Skermanella;
Candidatus_Protochlamydia,0,0.000024,k__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae;g__Candidatus_Protochlamydia;
Methylobacillus,0,0.00002,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylobacillus;
unidentified_Symbiobacteraceae,0,0.000014,k__Bacteria;p__Firmicutes;c__Symbiobacteriia;o__Symbiobacteriales;f__Symbiobacteraceae;g__unidentified_Symbiobacteraceae;
Desulforhopalus,0,0.00001,k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulforhopalus;
Ohtaekwangia,0,0.00002,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__Ohtaekwangia;
Intestinibacter,0,0.00001,k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Intestinibacter;
Candidatus_Midichloria,0.00001,0.000002,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Midichloriaceae;g__Candidatus_Midichloria;
Marmoricola,0,0.00002,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;
Silanimonas,0.000022,0.000006,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Silanimonas;
Caproiciproducens,0.000002,0.00001,k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Caproiciproducens;
Microcoleus_SAG_1449-1a,0,0.000014,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__Microcoleus_SAG_1449-1a;
Tropicimonas,0,0.00001,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tropicimonas;
possible_genus_06,0,0.000024,k__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__possible_genus_06;
Aquisphaera,0,0.000032,k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__Aquisphaera;
Ferrovum,0,0.000018,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Ferrovaceae;g__Ferrovum;
unidentified_PeM15,0,0.00001,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__PeM15;f__unidentified_PeM15;g__unidentified_PeM15;
Zavarzinella,0.000012,0.000012,k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Zavarzinella;
Cutibacterium,0.000006,0.000014,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;
Leptolinea,0.000002,0.000024,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Leptolinea;
Nostoc_PCC-7107,0,0.00001,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc_PCC-7107;
Nitrosarchaeum,0,0.000024,k__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosarchaeum;
Hymenobacter,0.000016,0,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;
unidentified_Berkelbacteria,0,0.00001,k__Bacteria;p__Patescibacteria;c__Berkelbacteria;o__unidentified_Berkelbacteria;f__unidentified_Berkelbacteria;g__unidentified_Berkelbacteria;
Rivibacter,0,0.00001,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rivibacter;
Solibacillus,0,0.000008,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Solibacillus;
Clostridium_sensu_stricto_10,0,0.000016,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_10;
Inquilinus,0,0.000008,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Inquilinaceae;g__Inquilinus;
unidentified_Caulobacteraceae,0,0.000008,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__unidentified_Caulobacteraceae;
RD011,0,0.000016,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__RD011;
Desmonostoc_PCC-7422,0,0.000014,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Desmonostoc_PCC-7422;
Leeia,0.000006,0.000014,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Leeiaceae;g__Leeia;
Microcoleus_Es-Yyy1400,0,0.000016,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__Microcoleus_Es-Yyy1400;
Thermoactinomyces,0,0.000008,k__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales;f__Thermoactinomycetaceae;g__Thermoactinomyces;
Singulisphaera,0,0.000016,k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__Singulisphaera;
AR15,0,0.000008,k__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011;g__AR15;
Nitrosospira,0,0.000012,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosospira;
